icao_address,timestamp,latitude,longitude,altitude_baro,heading,vertical_rate,on_ground,callsign,tail_number,collection_type,flight_number,ingestion_time,speed,squawk,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,departure_estimated_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time,takeoff_time,landing_time,source
780D23,2021-03-20T13:03:06Z,31.192257,121.330005,,87.17818,,True,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:03:09.409Z,10.0,,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
78097B,2021-03-20T13:02:56Z,31.185938,121.333131,,93.854195,,True,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:02:59.177Z,40.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,,,
78097B,2021-03-20T13:03:00Z,31.185938,121.333131,,93.854195,,True,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:03:01.477Z,40.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,,,
78028B,2021-03-20T13:03:25Z,31.183331,121.330975,,177.32852,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:03:27.891Z,10.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
780D23,2021-03-20T13:03:27Z,31.190781,121.330127,,87.17818,,True,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:03:29.837Z,10.0,,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
780300,2021-03-20T13:04:36Z,31.14219,121.339325,675.0,357.25134,,False,CES5352,B-6083,terrestrial,MU5352,2021-03-20T13:04:37.930Z,120.0,,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZGSZ,SZX,2021-03-20T11:10:00Z,2021-03-20T11:10:00Z,+0800,ZSSS,SHA,2021-03-20T13:20:00Z,2021-03-20T13:20:00Z,2021-03-20T11:27:17Z,2021-03-20T13:04:28Z,
780300,2021-03-20T13:04:57Z,31.15448,121.338716,425.0,357.44687,,False,CES5352,B-6083,terrestrial,MU5352,2021-03-20T13:04:58.948Z,120.0,,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZGSZ,SZX,2021-03-20T11:10:00Z,2021-03-20T11:10:00Z,+0800,ZSSS,SHA,2021-03-20T13:20:00Z,2021-03-20T13:20:00Z,2021-03-20T11:27:17Z,2021-03-20T13:04:28Z,
780BC5,2021-03-20T13:06:27Z,31.130226,121.340039,875.0,357.2948,-830.0,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:06:28.693Z,130.0,,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
780D23,2021-03-20T13:04:27Z,31.186217,121.330371,,177.34453,,True,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:04:29.665Z,20.0,5017,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
7803E7,2021-03-20T13:05:45Z,31.191396,121.330083,,177.28564,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:05:47.636Z,10.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
781250,2021-03-20T13:06:00Z,31.200578,121.325496,,,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:06:02.781Z,0.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
7803E7,2021-03-20T13:06:39Z,31.186799,121.33033,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:06:41.537Z,20.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
7803E7,2021-03-20T13:06:42Z,31.186345,121.330357,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:06:44.096Z,20.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
78028B,2021-03-20T13:06:09Z,31.18439,121.333228,,177.32852,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:06:12.482Z,0.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78097B,2021-03-20T13:04:06Z,31.226395,121.329669,1275.0,343.42963,,False,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:04:07.963Z,140.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,,,
78097B,2021-03-20T13:04:18Z,31.233712,121.324438,1775.0,323.38397,,False,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:04:19.650Z,140.0,,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,,,
7804F4,2021-03-20T13:02:41Z,31.254381,121.302521,11800.0,220.0,,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:02:44.515Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:02:13Z,31.280914,121.332523,11800.0,260.0,,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:02:15.372Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
78097B,2021-03-20T13:04:21Z,31.235667,121.322626,1900.0,320.0,2270.0,False,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:04:23.791Z,140.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,,,
78097B,2021-03-20T13:04:54Z,31.253776,121.307025,3250.0,330.0,2240.0,False,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:04:56.632Z,140.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,2021-03-20T13:03:31Z,,
78097B,2021-03-20T13:05:05Z,31.25885,121.302686,3450.0,330.0,1210.0,False,CHH7602,B-2723,terrestrial,HU7602,2021-03-20T13:05:07.579Z,160.0,2773,B788,Boeing 787-8,HU,Hainan Airlines,+0800,ZSSS,SHA,2021-03-20T12:50:00Z,2021-03-20T12:50:00Z,+0800,ZBAA,PEK,2021-03-20T15:15:00Z,2021-03-20T15:21:00Z,2021-03-20T13:03:31Z,,
79A04B,2021-03-20T13:07:38Z,31.12073,121.33905,22325.0,350.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:41.143Z,410.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
7808CD,2021-03-20T13:07:51Z,31.114864,121.340808,1175.0,357.49033,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:07:53.535Z,120.0,0743,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,2021-03-20T13:09:10Z,
7808CD,2021-03-20T13:08:00Z,31.120056,121.340547,1075.0,357.53952,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:08:02.837Z,120.0,,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,2021-03-20T13:09:10Z,
79A04B,2021-03-20T13:07:53Z,31.149918,121.339325,22850.0,350.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:55.915Z,410.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
780BC5,2021-03-20T13:07:15Z,31.160385,121.338393,300.0,357.58414,,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:07:17.456Z,140.0,,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
7803E7,2021-03-20T13:07:24Z,31.184418,121.330463,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:07:26.472Z,0.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
781250,2021-03-20T13:07:09Z,31.20068,121.329171,,,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:07:12.792Z,10.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
7803E7,2021-03-20T13:07:32Z,31.18418,121.330467,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:07:35.121Z,0.0,,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
7803E7,2021-03-20T13:07:36Z,31.183936,121.330481,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:07:38.688Z,0.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
7803E7,2021-03-20T13:07:54Z,31.183331,121.330838,,177.41429,,True,CES5127,B-6097,terrestrial,MU5127,2021-03-20T13:07:55.859Z,10.0,2760,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,2021-03-20T13:00:00Z,+0800,ZBAA,PEK,2021-03-20T15:30:00Z,2021-03-20T15:30:00Z,,,
781250,2021-03-20T13:07:32Z,31.199833,121.329628,,,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:07:35.329Z,10.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
79A04B,2021-03-20T13:08:05Z,31.170776,121.338393,23200.0,350.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:08:07.304Z,400.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
79A04B,2021-03-20T13:08:08Z,31.178467,121.337747,23350.0,350.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:08:10.669Z,400.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
7808CD,2021-03-20T13:09:09Z,31.161438,121.338232,300.0,356.63602,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:09:11.699Z,120.0,,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,2021-03-20T13:09:10Z,
781250,2021-03-20T13:09:13Z,31.190209,121.330151,,177.33023,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:09:15.471Z,25.5,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781372,2021-03-20T13:10:33Z,31.152664,121.338721,450.0,356.50986,,False,CSH9210,B-1262,terrestrial,FM9210,2021-03-20T13:10:36.277Z,140.0,2441,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZGNN,NNG,2021-03-20T10:45:00Z,,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,,,2021-03-20T13:10:11Z,
781250,2021-03-20T13:09:18Z,31.189716,121.33018,,177.33023,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:09:20.356Z,20.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:09:30Z,31.187939,121.330275,,177.39485,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:09:32.026Z,20.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:10:07Z,31.184308,121.330467,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:10:09.084Z,0.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:10:09Z,31.184308,121.330467,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:10:11.419Z,0.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:10:18Z,31.184099,121.330481,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:10:20.650Z,0.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:10:24Z,31.184097,121.33049,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:10:25.874Z,0.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:10:33Z,31.184097,121.33049,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:10:36.406Z,0.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781250,2021-03-20T13:11:16Z,31.184099,121.330481,,177.38112,,True,DKH1235,B-1003,terrestrial,HO1235,2021-03-20T13:11:18.239Z,0.0,5004,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T13:05:00Z,,+0800,ZLXY,XIY,2021-03-20T15:40:00Z,,,,
781142,2021-03-20T13:11:27Z,31.190369,121.33014,,,,True,CES2514,B-1422,terrestrial,MU2514,2021-03-20T13:11:29.584Z,0.0,,B738,Boeing 737-800WL,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:10:00Z,2021-03-20T13:10:00Z,+0800,ZHHH,WUH,2021-03-20T15:05:00Z,2021-03-20T15:05:00Z,,,
78028B,2021-03-20T13:07:14Z,31.216255,121.331744,875.0,0.0,2620.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:07:17.316Z,130.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:07:33Z,31.228363,121.327676,1700.0,327.6204,,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:07:35.671Z,130.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:07:38Z,31.231476,121.325145,1900.0,325.18912,,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:07:41.540Z,130.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:07:48Z,31.23576,121.321582,2150.0,330.0,2300.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:07:51.375Z,140.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:07:58Z,31.24118,121.316851,2550.0,330.0,2300.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:08:00.297Z,140.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
780300,2021-03-20T13:08:36Z,31.211632,121.333654,-200.0,357.31195,,True,CES5352,B-6083,terrestrial,MU5352,2021-03-20T13:08:38.697Z,10.0,,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZGSZ,SZX,2021-03-20T11:10:00Z,2021-03-20T11:10:00Z,+0800,ZSSS,SHA,2021-03-20T13:20:00Z,2021-03-20T13:20:00Z,2021-03-20T11:27:17Z,2021-03-20T13:04:28Z,
78028B,2021-03-20T13:08:12Z,31.248562,121.310431,3075.0,330.0,1980.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:08:15.071Z,130.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
78028B,2021-03-20T13:08:21Z,31.25386,121.305919,3350.0,330.0,,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:08:23.585Z,140.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
78028B,2021-03-20T13:08:06Z,31.245895,121.312759,2900.0,330.0,2170.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:08:09.413Z,130.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
79A04B,2021-03-20T13:08:48Z,31.248459,121.320137,24650.0,330.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:08:50.453Z,380.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
79A04B,2021-03-20T13:08:50Z,31.253636,121.317902,24750.0,330.0,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:08:53.244Z,380.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
780D23,2021-03-20T13:11:03Z,31.212524,121.331661,675.0,357.28165,2750.0,False,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:11:06.566Z,130.0,5017,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
780D23,2021-03-20T13:11:06Z,31.213881,121.331525,775.0,355.06985,2680.0,False,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:11:09.020Z,130.0,5017,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
780BEB,2021-03-20T13:11:27Z,31.232362,121.413922,34100.0,260.0,-190.0,False,CSZ9994,B-1935,terrestrial,ZH9994,2021-03-20T13:11:29.501Z,330.0,3772,B738,Boeing 737-87L,ZH,Shenzhen Airlines,+0800,ZSQD,TAO,2021-03-20T12:00:00Z,,+0800,ZGGG,CAN,2021-03-20T15:20:00Z,,,,
780BEB,2021-03-20T13:11:04Z,31.236458,121.450726,34100.0,260.0,,False,CSZ9994,B-1935,terrestrial,ZH9994,2021-03-20T13:11:06.695Z,330.0,3772,B738,Boeing 737-87L,ZH,Shenzhen Airlines,+0800,ZSQD,TAO,2021-03-20T12:00:00Z,,+0800,ZGGG,CAN,2021-03-20T15:20:00Z,,,,
780BEB,2021-03-20T13:10:26Z,31.243907,121.518732,34100.0,260.0,120.0,False,CSZ9994,B-1935,terrestrial,ZH9994,2021-03-20T13:10:27.861Z,330.0,3772,B738,Boeing 737-87L,ZH,Shenzhen Airlines,+0800,ZSQD,TAO,2021-03-20T12:00:00Z,,+0800,ZGGG,CAN,2021-03-20T15:20:00Z,,,,
780BEB,2021-03-20T13:10:49Z,31.239252,121.476215,34100.0,260.0,60.0,False,CSZ9994,B-1935,terrestrial,ZH9994,2021-03-20T13:10:52.330Z,330.0,3772,B738,Boeing 737-87L,ZH,Shenzhen Airlines,+0800,ZSQD,TAO,2021-03-20T12:00:00Z,,+0800,ZGGG,CAN,2021-03-20T15:20:00Z,,,,
780BEB,2021-03-20T13:10:44Z,31.24054,121.487893,34100.0,260.0,-60.0,False,CSZ9994,B-1935,terrestrial,ZH9994,2021-03-20T13:10:45.968Z,330.0,3772,B738,Boeing 737-87L,ZH,Shenzhen Airlines,+0800,ZSQD,TAO,2021-03-20T12:00:00Z,,+0800,ZGGG,CAN,2021-03-20T15:20:00Z,,,,
78124A,2021-03-20T13:14:15Z,31.073805,121.234186,4725.0,180.0,60.0,False,CSH9204,B-1332,terrestrial,FM9204,2021-03-20T13:14:17.943Z,180.0,4006,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZLXY,XIY,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
7805B0,2021-03-20T13:18:37Z,31.041405,121.236163,5075.0,180.0,-510.0,False,CCA1857,B-6596,terrestrial,CA1857,2021-03-20T13:18:40.659Z,210.0,0017,A321,Airbus A321-213,CA,Air China,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
7805B0,2021-03-20T13:17:30Z,31.105453,121.232084,5600.0,180.0,-540.0,False,CCA1857,B-6596,terrestrial,CA1857,2021-03-20T13:17:33.531Z,210.0,0017,A321,Airbus A321-213,CA,Air China,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
7805B0,2021-03-20T13:17:55Z,31.082231,121.233527,5400.0,180.0,-540.0,False,CCA1857,B-6596,terrestrial,CA1857,2021-03-20T13:17:58.424Z,210.0,0017,A321,Airbus A321-213,CA,Air China,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
7809BF,2021-03-20T13:13:34Z,31.048667,121.343225,1675.0,10.0,,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:13:36.850Z,140.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:13:42Z,31.054206,121.34339,1650.0,1.4595807,-30.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:13:44.398Z,140.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:14:00Z,31.06691,121.343079,1650.0,358.3904,,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:14:04.171Z,140.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,2021-03-20T13:15:46Z,
781231,2021-03-20T13:11:44Z,31.106857,121.341302,1350.0,357.76773,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:11:47.761Z,130.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
